ORDERID,PRODUCTID,CUSTOMERID,UNITPRICE,QUANTITY,NETSALES,UNITCOST
1790,38,77,15,211,2595,11
768,23,23,100,116,9512,75
1792,38,14,15,151,1857,11
1795,38,71,15,316,3887,11
777,23,24,100,103,8446,75
1799,20,27,1000,88,72160,750
779,23,73,100,103,8446,75
1805,20,23,1000,90,73800,750
1807,20,91,1000,96,78720,750
781,23,27,100,126,10332,75
1809,20,32,1000,156,127920,750
1813,20,5,1000,194,159080,750
1826,38,63,15,501,6162,11
788,23,103,100,132,10824,75
1829,38,96,15,165,2030,11
790,23,7,100,146,11972,75
1830,20,101,1000,61,50020,750
792,23,102,100,128,10496,75
1831,38,110,15,284,3493,11
1842,38,37,15,311,3825,11
793,23,51,100,87,7134,75
1844,20,60,1000,51,41820,750
799,23,39,100,110,9020,75
1844,38,60,15,169,2079,11
1853,38,30,15,285,3506,11
810,53,113,450,286,105534,337
1859,20,103,1000,110,90200,750
826,53,29,450,239,88191,337
1866,20,49,1000,87,71340,750
7430,8,65,20,1525,24095,15
829,53,54,450,210,77490,337
1867,20,87,1000,55,45100,750
7430,40,65,80,5078,320930,60
1872,38,39,15,232,2854,11
7430,47,65,89,5078,357034,66
835,23,44,100,132,10824,75
1883,38,114,15,272,3346,11
7430,51,65,600,2028,961272,450
844,53,86,450,396,146124,337
1885,38,16,15,203,2497,11
7439,16,95,2600,33,67782,1950
1894,38,9,15,151,1857,11
7439,25,95,190,863,129536,142
848,23,112,100,125,10250,75
1898,38,107,15,188,2312,11
7439,33,95,600,523,247902,450
851,53,79,450,379,139851,337
1899,20,118,1000,137,112340,750
7439,53,95,450,1393,495212,337
1910,20,12,1000,64,52480,750
856,23,82,100,94,7708,75
7465,15,65,2000,93,146940,1500
1913,38,49,15,293,3604,11
7465,19,65,500,180,71100,375
861,23,120,100,192,15744,75
1914,20,90,1000,67,54940,750
7465,26,65,250,1193,235618,187
1917,38,96,15,170,2091,11
863,23,32,100,250,20500,75
7465,44,65,65,4822,247610,48
1925,38,79,15,384,4723,11
7465,61,65,120,4822,457126,90
863,53,32,450,664,245016,337
1930,38,119,15,264,3247,11
7467,3,92,10,359,2836,7
1931,38,23,15,305,3752,11
872,23,45,100,86,7052,75
7467,17,92,250,239,47203,187
1942,38,81,15,384,4723,11
7467,23,92,100,600,47400,75
877,23,62,100,309,25338,75
1949,20,35,1000,180,147600,750
7467,48,92,95,1597,119855,71
1957,20,118,1000,146,119720,750
883,23,59,100,175,14350,75
7469,25,35,190,526,78953,142
1959,38,52,15,301,3702,11
7469,33,35,600,319,151206,450
1964,38,9,15,145,1784,11
904,23,55,100,150,12300,75
7469,40,35,80,2127,134426,60
1970,38,73,15,190,2337,11
913,23,77,100,99,8118,75
7469,43,35,75,2127,126025,56
1975,38,120,15,468,5756,11
7469,58,35,95,2127,159631,71
922,23,78,100,98,8036,75
1990,20,48,1000,57,46740,750
7472,2,4,200,413,65254,150
1997,38,80,15,297,3653,11
952,23,80,100,144,11808,75
7472,32,4,1300,137,140699,975
2006,20,114,1000,92,75440,750
7472,61,4,120,4595,435606,90
959,23,44,100,146,11972,75
2016,38,71,15,339,4170,11
7473,8,5,20,1704,26923,15
2017,38,74,15,334,4108,11
7473,20,5,1000,426,336540,750
969,23,102,100,141,11562,75
2019,38,39,15,251,3087,11
970,23,105,100,101,8282,75
2020,38,40,15,159,1956,11
2041,38,44,15,288,3542,11
974,53,112,450,364,134316,337
7473,24,5,180,1404,199649,135
2045,38,64,15,291,3579,11
7473,51,5,600,2266,1074084,450
987,53,12,450,330,121770,337
2051,20,107,1000,61,50020,750
7475,5,62,1000,454,358660,750
2054,38,37,15,334,4108,11
1,23,2,100,162,13284,75
7475,22,62,1900,113,169613,1425
2058,20,5,1000,194,159080,750
7475,61,62,120,2524,239275,90
2066,20,115,1000,60,49200,750
7,23,12,100,110,9020,75
7480,5,31,1000,988,780520,750
2075,20,45,1000,49,40180,750
7480,15,31,2000,115,181700,1500
16,53,25,450,308,113652,337
2084,20,9,1000,43,35260,750
7480,31,31,900,247,175617,675
2087,38,90,15,203,2497,11
19,53,28,450,295,108855,337
7480,41,31,90,5491,390410,67
2092,38,117,15,334,4108,11
7480,50,31,500,2192,865840,375
20,23,29,100,79,6478,75
2098,38,46,15,305,3752,11
7482,20,64,1000,167,131930,750
2100,20,104,1000,95,77900,750
23,53,32,450,457,168633,337
7482,39,64,42,668,22164,31
2110,20,67,1000,80,65600,750
7482,48,64,95,888,66644,71
53,23,67,100,120,9840,75
2116,38,68,15,240,2952,11
7482,54,64,500,888,350760,375
58,23,72,100,76,6232,75
2117,20,103,1000,104,85280,750
7482,60,64,115,2225,202141,86
2119,38,15,15,316,3887,11
7486,31,32,900,104,73944,675
81,53,102,450,361,133209,337
2120,38,23,15,328,4034,11
7486,36,32,800,347,219304,600
7486,43,32,75,2312,136986,56
2121,20,40,1000,51,41820,750
88,53,110,450,271,99999,337
7486,49,32,105,923,76563,78
2122,20,42,1000,83,68060,750
91,53,113,450,329,121401,337
7487,3,61,10,402,3176,7
2123,38,53,15,284,3493,11
7487,17,61,250,292,57670,187
2127,38,37,15,345,4244,11
95,53,117,450,369,136161,337
7487,31,61,900,219,155709,675
2129,20,90,1000,65,53300,750
99,23,31,100,176,14432,75
7487,32,61,1300,145,148915,975
2134,38,69,15,167,2054,11
7487,58,61,95,4884,366544,71
2142,20,12,1000,71,58220,750
103,23,112,100,114,9348,75
7490,5,3,1000,330,260700,750
2146,38,58,15,381,4686,11
7490,15,3,2000,77,121660,1500
111,53,84,450,348,128412,337
2153,20,33,1000,92,75440,750
7490,35,3,2000,551,870580,1500
122,23,74,100,109,8938,75
2159,20,107,1000,63,51660,750
7490,49,3,105,1465,121522,78
2160,38,110,15,322,3961,11
7490,62,3,130,3670,376909,97
155,23,7,100,100,8200,75
7492,15,95,2000,78,123240,1500
2174,38,108,15,243,2989,11
172,53,31,450,484,178596,337
7492,35,95,2000,555,876900,1500
2177,20,5,1000,204,167280,750
7497,22,1,1900,148,222148,1425
191,23,28,100,115,9430,75
2183,20,57,1000,123,100860,750
7497,35,1,2000,494,780520,1500
2186,20,48,1000,62,50840,750
213,23,22,100,95,7790,75
7497,36,1,800,494,312208,600
2190,20,13,1000,81,66420,750
7497,47,1,89,3294,231601,66
2190,38,13,15,254,3124,11
215,23,55,100,121,9922,75
7504,19,91,500,155,61225,375
2193,38,77,15,210,2583,11
7504,36,91,800,624,394368,600
218,53,118,450,396,146124,337
2197,38,30,15,309,3801,11
7504,40,91,80,4161,262975,60
221,23,29,100,85,6970,75
2200,20,11,1000,73,59860,750
7504,46,91,79,4161,259688,59
2204,20,21,1000,52,42640,750
7504,52,91,400,1661,524876,300
222,23,47,100,74,6068,75
2209,20,100,1000,112,91840,750
7519,14,61,1300,320,328640,975
229,53,52,450,239,88191,337
2213,38,61,15,439,5400,11
7519,33,61,600,759,359766,450
7519,39,61,42,1519,50400,31
2228,20,115,1000,67,54940,750
240,23,32,100,184,15088,75
7519,55,61,550,2019,877256,412
2231,20,63,1000,172,141040,750
7523,43,65,75,5086,301346,56
246,23,5,100,232,19024,75
2235,20,19,1000,87,71340,750
7523,54,65,500,2031,802245,375
2256,20,59,1000,132,108240,750
258,53,19,450,270,99630,337
7523,62,65,130,5086,522332,97
2265,20,25,1000,74,60680,750
7528,16,35,2600,21,43134,1950
270,23,39,100,101,8282,75
2267,38,49,15,296,3641,11
7528,35,35,2000,342,540360,1500
7528,57,35,85,2283,153303,63
2268,38,56,15,276,3395,11
273,53,95,450,612,225828,337
7537,48,5,95,2308,173215,71
2269,38,73,15,210,2583,11
7537,52,5,400,2308,729328,300
280,23,103,100,131,10742,75
2280,20,69,1000,55,45100,750
7537,62,5,130,5780,593606,97
2283,20,92,1000,108,88560,750
282,23,53,100,118,9676,75
7540,1,31,100,428,33812,75
2291,38,74,15,355,4367,11
7540,17,31,250,311,61423,187
284,23,88,100,97,7954,75
2294,38,11,15,237,2915,11
7540,26,31,250,1202,237395,187
2303,38,50,15,155,1907,11
7540,57,31,85,5202,349314,63
7548,22,4,1900,218,327218,1425
7548,23,4,100,729,57591,75
7548,24,4,180,1122,159548,135
7548,39,4,42,1458,48376,31
7548,56,4,600,1938,918612,450
7555,25,95,190,888,133289,142
7555,39,95,42,1154,38290,31
7555,46,95,79,3843,239842,59
7555,58,95,95,3843,288417,71
7555,62,95,130,3843,394676,97
7558,8,34,20,920,14536,15
7558,35,34,2000,460,726800,1500
7558,36,34,800,460,290720,600
7558,51,34,600,1223,579702,450
7575,46,31,79,5404,337264,59
7575,48,31,95,2157,161883,71
7575,51,31,600,2157,1022418,450
7581,2,64,200,173,27334,150
7581,25,64,190,487,73099,142
7581,48,64,95,842,63192,71
7581,62,64,130,2109,216594,97
7582,33,65,600,794,376356,450
7582,42,65,100,5288,417752,75
7582,49,65,105,2111,175107,78
7582,53,65,450,2111,750461,337
7582,62,65,130,5288,543078,97
7585,32,92,1300,127,130429,975
294,23,57,100,116,9512,75
7585,48,92,95,1707,128110,71
7585,51,92,600,1707,809118,450
7589,21,61,1500,236,279660,1125
295,23,68,100,132,10824,75
7589,35,61,2000,789,1246620,1500
7589,59,61,105,5259,436234,78
302,53,93,450,558,205902,337
7589,60,61,115,5259,477780,86
303,23,37,100,107,8774,75
7592,31,15,900,115,83835,675
308,23,89,100,110,9020,75
7592,33,15,600,384,186624,450
310,23,26,100,98,8036,75
7593,16,32,2600,24,49296,1950
313,23,67,100,101,8282,75
7593,18,32,300,107,25359,225
7593,36,32,800,360,227520,600
320,53,74,450,268,98892,337
7593,49,32,105,957,79383,78
324,23,25,100,110,9020,75
7597,7,3,10,1145,9046,7
327,23,75,100,131,10742,75
7597,14,3,1300,241,247507,975
335,53,107,450,52,19188,337
7597,26,3,250,881,173998,187
346,23,85,100,90,7380,75
7597,60,3,115,3814,346502,86
348,53,61,450,483,178227,337
356,53,110,450,292,107748,337
358,23,54,100,75,6150,75
7606,33,14,600,264,133056,450
367,53,73,450,214,78966,337
7609,13,62,800,69,43608,600
7609,22,62,1900,98,147098,1425
371,23,3,100,146,11972,75
7609,35,62,2000,302,477160,1500
374,23,34,100,152,12464,75
7609,53,62,450,877,311774,337
376,53,119,450,201,74169,337
7609,61,62,120,2196,208181,90
377,23,11,100,92,7544,75
7620,18,91,300,176,41712,225
395,53,13,450,297,109593,337
7620,24,91,180,908,129118,135
7620,45,91,68,3930,211120,51
421,53,23,450,278,102582,337
7620,51,91,600,1569,743706,450
424,23,106,100,108,8856,75
7620,54,91,500,1569,619755,375
426,23,52,100,83,6806,75
7623,16,1,2600,39,80106,1950
428,23,65,100,220,18040,75
7623,19,1,500,130,51350,375
439,23,19,100,91,7462,75
7623,22,1,1900,157,235657,1425
440,23,25,100,121,9922,75
7623,35,1,2000,523,826340,1500
7623,45,1,68,3486,187268,51
444,23,62,100,247,20254,75
7649,18,5,300,264,62568,225
451,23,13,100,106,8692,75
7649,21,5,1500,264,312840,1125
476,23,19,100,94,7708,75
7649,39,5,42,1760,58397,31
486,53,1,450,486,179334,337
1006,53,68,450,338,124722,337
1009,23,105,100,104,8528,75
1010,23,19,100,122,10004,75
1013,53,54,450,223,82287,337
1015,53,13,450,327,120663,337
1020,23,102,100,146,11972,75
1025,53,104,450,301,111069,337
1040,53,80,450,398,146862,337
1042,23,90,100,97,7954,75
1049,53,101,450,324,119556,337
1070,23,8,100,95,7790,75
1080,53,58,450,447,164943,337
1082,23,103,100,157,12874,75
1083,23,28,100,169,13858,75
1103,23,89,100,118,9676,75
1112,23,74,100,159,13038,75
2305,38,77,15,226,2780,11
2306,38,88,15,276,3395,11
2311,38,56,15,285,3506,11
2322,20,35,1000,212,173840,750
2324,38,62,15,362,4453,11
2328,20,26,1000,85,69700,750
2330,38,45,15,169,2079,11
2336,20,76,1000,68,55760,750
2342,38,23,15,285,3506,11
2359,38,55,15,282,3469,11
2360,38,91,15,309,3801,11
7649,43,5,75,5860,347205,56
2361,20,94,1000,202,165640,750
2363,20,40,1000,53,43460,750
7649,45,5,68,5860,314799,51
2366,38,86,15,476,5855,11
7654,5,32,1000,459,362610,750
2369,38,1,15,623,7663,11
7654,8,32,20,1531,24190,15
2383,20,105,1000,89,72980,750
7654,33,32,600,382,181068,450
2390,20,101,1000,78,63960,750
7654,36,32,800,382,241424,600
7654,45,32,68,2549,136932,51
2391,38,103,15,321,3948,11
7655,25,95,190,874,131187,142
2393,20,7,1000,111,91020,750
7655,31,95,900,183,130113,675
2407,20,59,1000,148,121360,750
7655,47,95,89,4072,286302,66
2408,20,70,1000,86,70520,750
7655,58,95,95,4072,305604,71
7660,33,15,600,404,196344,450
2414,20,48,1000,68,55760,750
7669,16,4,2600,52,106808,1950
2414,38,48,15,208,2558,11
7669,45,4,68,4658,250228,51
2420,20,28,1000,131,107420,750
7669,59,4,105,4658,386381,78
2430,38,90,15,221,2718,11
7669,61,4,120,4658,441578,90
2437,38,73,15,225,2768,11
7672,24,65,180,1195,169929,135
2438,20,78,1000,48,39360,750
7672,25,65,190,1195,179370,142
7672,46,65,79,5567,347436,59
2439,38,93,15,714,8782,11
7672,63,65,150,5567,659690,112
2444,38,79,15,376,4625,11
7681,7,1,10,2164,17096,7
2455,38,72,15,137,1685,11
7681,25,1,190,773,116027,142
2470,38,16,15,231,2841,11
7681,42,1,100,3603,284637,75
2479,20,56,1000,98,80360,750
7681,50,1,500,1439,568405,375
7682,21,34,1500,146,173010,1125
2508,20,71,1000,117,95940,750
7682,44,34,65,3252,166990,48
2513,20,98,1000,97,79540,750
7682,51,34,600,1298,615252,450
2517,20,90,1000,74,60680,750
7682,54,34,500,1298,512710,375
2518,20,93,1000,243,199260,750
7685,2,91,200,314,49612,150
2527,20,74,1000,124,101680,750
7685,15,91,2000,94,148520,1500
2539,20,62,1000,126,103320,750
7685,18,91,300,188,44556,225
2541,38,11,15,259,3186,11
2546,38,12,15,266,3272,11
2547,20,19,1000,102,83640,750
7685,44,91,65,4189,215105,48
2553,20,61,1000,158,129560,750
7685,57,91,85,4189,281291,63
2554,38,77,15,221,2718,11
7687,1,3,100,303,23937,75
7687,24,3,180,868,123430,135
2572,38,78,15,156,1919,11
7687,54,3,500,1614,637530,375
2577,20,116,1000,160,131200,750
7694,33,75,600,356,173016,450
2580,20,23,1000,102,83640,750
7696,8,92,20,2745,43371,15
7696,23,92,100,686,54194,75
2581,38,35,15,729,8967,11
7696,41,92,90,4570,324927,67
2583,38,50,15,174,2140,11
7696,44,92,65,4570,234670,48
2587,20,59,1000,160,131200,750
7696,50,92,500,1825,720875,375
2587,38,59,15,480,5904,11
7699,15,31,2000,128,202240,1500
2591,38,108,15,293,3604,11
7699,33,31,600,853,404322,450
2599,38,86,15,480,5904,11
7699,41,31,90,5684,404132,67
7699,54,31,500,2269,896255,375
2614,38,112,15,376,4625,11
7726,3,91,10,325,2568,7
2618,38,42,15,317,3899,11
7726,13,91,800,148,93536,600
2620,20,56,1000,105,86100,750
7726,20,91,1000,325,256750,750
2637,38,36,15,156,1919,11
7726,42,91,100,4336,342544,75
2644,20,62,1000,134,109880,750
7726,43,91,75,4336,256908,56
7742,3,92,10,325,2568,7
2651,38,115,15,233,2866,11
7742,22,92,1900,195,292695,1425
2667,38,60,15,194,2386,11
7742,63,92,150,4336,513816,112
2670,20,109,1000,58,47560,750
7748,1,65,100,433,34207,75
2676,20,32,1000,211,173020,750
7748,15,65,2000,130,205400,1500
2678,20,46,1000,107,87740,750
7748,25,65,190,1239,185974,142
2699,20,63,1000,215,176300,750
7748,55,65,550,2304,1001088,412
7748,61,65,120,5772,547186,90
2710,38,112,15,376,4625,11
7756,7,1,10,2235,17657,7
2723,20,94,1000,229,187780,750
7756,16,1,2600,41,84214,1950
2725,38,5,15,665,8180,11
7756,22,1,1900,167,250667,1425
2730,38,87,15,189,2325,11
7756,40,1,80,3721,235167,60
7757,18,3,300,188,44556,225
2736,20,22,1000,47,38540,750
7757,31,3,900,188,133668,675
2737,20,26,1000,110,90200,750
7757,63,3,150,4189,496397,112
2741,38,41,15,182,2239,11
166,50,69,500,20,8200,375
2759,20,40,1000,60,49200,750
201,50,65,500,20,8200,375
2778,20,50,1000,64,52480,750
229,50,52,500,20,8200,375
2782,38,112,15,372,4576,11
6051,19,108,500,20,8200,375
2797,20,101,1000,91,74620,750
6062,19,7,500,20,8200,375
2798,20,12,1000,98,80360,750
6075,19,55,500,20,8200,375
6104,19,111,500,20,8200,375
2813,38,119,15,331,4071,11
6117,19,14,500,20,8200,375
2819,20,64,1000,134,109880,750
6125,19,94,500,20,8200,375
2820,20,65,1000,224,183680,750
6152,19,67,500,20,8200,375
2833,20,95,1000,256,209920,750
191,50,28,500,20,8200,375
230,50,108,500,20,8200,375
2848,20,18,1000,61,50020,750
256,50,78,500,20,8200,375
2852,38,73,15,249,3063,11
281,50,107,500,20,8200,375
2857,20,63,1000,215,176300,750
241,6,40,500,20,8200,375
2884,38,39,15,282,3469,11
252,6,111,500,20,8200,375
2887,38,43,15,172,2116,11
290,6,72,500,20,8200,375
5638,6,90,500,20,8200,375
2892,38,55,15,308,3788,11
5644,6,61,500,20,8200,375
2895,38,22,15,152,1870,11
5649,6,80,500,20,8200,375
2897,20,59,1000,166,136120,750
5656,6,110,500,20,8200,375
2898,20,74,1000,119,97580,750
5662,6,119,500,20,8200,375
5686,6,27,500,20,8200,375
2905,38,6,15,135,1661,11
5688,6,54,500,20,8200,375
2909,20,87,1000,71,58220,750
525,52,51,400,20,6560,300
2913,20,14,1000,80,65600,750
526,52,82,400,20,6560,300
2916,38,103,15,355,4367,11
552,52,30,400,20,6560,300
2922,20,52,1000,106,86920,750
572,52,42,400,20,6560,300
3418,20,18,1000,79,64780,750
754,1,57,100,20,1640,75
3421,20,107,1000,85,69700,750
797,1,22,100,20,1640,75
798,1,25,100,20,1640,75
3424,20,61,1000,216,177120,750
799,1,39,100,20,1640,75
3425,20,71,1000,134,109880,750
821,1,90,100,20,1640,75
3430,20,58,1000,179,146780,750
825,1,117,100,20,1640,75
3436,38,67,15,303,3727,11
862,1,17,100,20,1640,75
3453,38,44,15,283,3481,11
868,1,9,100,20,1640,75
3454,38,45,15,242,2977,11
869,1,18,100,20,1640,75
876,1,16,100,20,1640,75
3457,20,64,1000,151,123820,750
893,1,89,100,20,1640,75
3458,38,65,15,698,8585,11
902,1,60,100,20,1640,75
3466,38,36,15,202,2485,11
918,1,95,100,20,1640,75
957,1,21,100,20,1640,75
3477,38,76,15,249,3063,11
984,1,59,100,20,1640,75
985,20,61,1000,20,16400,750
993,1,51,100,20,1640,75
994,1,99,100,20,1640,75
3490,20,120,1000,176,144320,750
142,28,93,720,20,11808,540
3501,20,46,1000,96,78720,750
152,36,105,800,20,13120,600
3518,20,87,1000,74,60680,750
171,28,114,720,20,11808,540
3521,20,116,1000,182,149240,750
172,49,31,105,20,1722,78
200,49,33,105,20,1722,78
3522,20,118,1000,172,141040,750
201,32,65,1300,20,21320,975
3538,38,58,15,496,6101,11
206,49,26,105,20,1722,78
3555,20,108,1000,131,107420,750
213,49,22,105,20,1722,78
3558,20,94,1000,270,221400,750
213,57,22,85,20,1394,63
3559,38,1,15,549,6753,11
214,55,35,550,20,9020,412
221,41,29,90,20,1476,67
3564,38,68,15,305,3752,11
222,41,47,90,20,1476,67
3571,20,60,1000,99,81180,750
222,49,47,105,20,1722,78
3575,38,103,15,364,4477,11
223,49,67,105,20,1722,78
230,49,108,105,20,1722,78
3584,20,14,1000,102,83640,750
234,32,54,1300,20,21320,975
3590,20,13,1000,136,111520,750
236,42,102,100,20,1640,75
3600,38,31,15,637,7835,11
242,42,61,100,20,1640,75
3612,20,95,1000,232,190240,750
244,32,82,1300,20,21320,975
3620,20,7,1000,136,111520,750
248,35,17,2000,20,32800,1500
250,36,73,800,20,13120,600
3631,38,103,15,360,4428,11
254,46,66,79,20,1296,59
3636,38,16,15,196,2411,11
257,55,2,550,20,9020,412
3653,20,40,1000,71,58220,750
259,46,20,79,20,1296,59
3658,20,107,1000,76,62320,750
261,32,60,1300,20,21320,975
3660,38,11,15,304,3739,11
263,32,84,1300,20,21320,975
3696,38,18,15,237,2915,11
267,46,76,79,20,1296,59
3702,20,69,1000,53,43460,750
269,32,113,1300,20,21320,975
3705,20,28,1000,188,154160,750
270,49,39,105,20,1722,78
272,49,74,105,20,1722,78
3706,38,57,15,404,4969,11
276,52,38,400,20,6560,300
3720,20,95,1000,250,205000,750
280,52,103,400,20,6560,300
3739,38,41,15,237,2915,11
287,53,48,450,20,7380,337
3753,20,114,1000,136,111520,750
289,53,23,450,20,7380,337
3760,38,70,15,261,3210,11
293,35,50,2000,20,32800,1500
3765,38,39,15,347,4268,11
299,32,36,1300,20,21320,975
3774,38,97,15,289,3555,11
304,18,90,300,20,4920,225
3780,20,34,1000,156,127920,750
326,46,68,79,20,1296,59
3783,20,52,1000,119,97580,750
329,53,116,450,20,7380,337
1038,20,10,1000,20,16400,750
3792,20,108,1000,119,97580,750
3810,38,12,15,263,3235,11
1332,42,9,100,20,1640,75
3818,38,111,15,133,1636,11
1339,44,97,65,20,1066,48
1355,44,84,65,20,1066,48
3821,20,35,1000,200,164000,750
1364,1,3,100,20,1640,75
3824,38,113,15,256,3149,11
1368,42,16,100,20,1640,75
3830,20,87,1000,88,72160,750
1372,44,25,65,20,1066,48
3846,38,31,15,683,8401,11
1385,1,106,100,20,1640,75
3852,20,101,1000,124,101680,750
1402,44,13,65,20,1066,48
3863,38,119,15,392,4822,11
1416,1,46,100,20,1640,75
3867,20,33,1000,152,124640,750
1421,36,114,800,20,13120,600
3870,38,107,15,217,2669,11
1426,1,19,100,20,1640,75
3874,38,26,15,485,5966,11
1430,36,102,800,20,13120,600
3878,38,78,15,170,2091,11
1431,1,115,100,20,1640,75
3885,38,13,15,356,4379,11
1438,1,85,100,20,1640,75
3896,20,32,1000,261,214020,750
1474,1,97,100,20,1640,75
1477,36,24,800,20,13120,600
2946,38,73,15,259,3186,11
1488,36,32,800,20,13120,600
2958,20,56,1000,121,99220,750
1492,36,53,800,20,13120,600
2963,20,34,1000,149,122180,750
1502,1,73,100,20,1640,75
2966,20,113,1000,88,72160,750
1509,1,44,100,20,1640,75
2969,20,33,1000,119,97580,750
1510,36,68,800,20,13120,600
2972,20,69,1000,68,55760,750
2975,38,103,15,364,4477,11
1530,1,62,100,20,1640,75
2978,38,45,15,209,2571,11
1539,1,82,100,20,1640,75
2988,38,75,15,368,4526,11
1551,1,11,100,20,1640,75
1557,1,58,100,20,1640,75
2994,38,41,15,178,2189,11
1571,1,101,100,20,1640,75
3003,20,118,1000,167,136940,750
1585,1,113,100,20,1640,75
3003,38,118,15,480,5904,11
1592,1,48,100,20,1640,75
3016,38,31,15,547,6728,11
1724,55,9,550,20,9020,412
3031,20,10,1000,56,45920,750
1727,55,24,550,20,9020,412
3032,20,39,1000,106,86920,750
1763,55,78,550,20,9020,412
3035,38,36,15,174,2140,11
2059,41,34,90,20,1476,67
3037,38,91,15,384,4723,11
2120,58,23,95,20,1558,71
3043,20,28,1000,170,139400,750
2655,51,77,600,20,9840,450
3047,38,43,15,178,2189,11
2685,51,52,600,20,9840,450
3052,20,62,1000,159,130380,750
2733,51,18,600,20,9840,450
3052,38,62,15,455,5597,11
2767,51,27,600,20,9840,450
2835,18,7,300,20,4920,225
2869,18,46,300,20,4920,225
3443,20,69,1000,20,16400,750
3473,1,107,100,20,1640,75
3475,20,16,1000,20,16400,750
3480,1,109,100,20,1640,75
3491,20,3,1000,20,16400,750
3503,20,95,1000,20,16400,750
3505,1,110,100,20,1640,75
3514,1,98,100,20,1640,75
3520,20,112,1000,20,16400,750
3526,35,115,2000,20,32800,1500
3529,1,35,100,20,1640,75
3541,1,10,100,20,1640,75
3544,1,48,100,20,1640,75
3546,1,97,100,20,1640,75
3549,1,43,100,20,1640,75
3551,1,65,100,20,1640,75
3554,1,92,100,20,1640,75
3557,1,30,100,20,1640,75
3583,1,5,100,20,1640,75
3597,1,12,100,20,1640,75
3610,1,55,100,20,1640,75
3613,1,34,100,20,1640,75
3627,1,59,100,20,1640,75
3639,45,79,68,20,1115,51
3650,1,21,100,20,1640,75
3654,45,52,68,20,1115,51
1122,23,98,100,129,10578,75
3672,45,108,68,20,1115,51
3680,1,42,100,20,1640,75
1124,23,23,100,136,11152,75
2996,2,57,200,20,3280,150
1124,53,23,450,362,133578,337
3051,2,87,200,20,3280,150
1125,53,52,450,315,116235,337
3959,55,9,550,20,9020,412
3991,55,36,550,20,9020,412
1128,23,88,100,124,10168,75
4091,55,44,550,20,9020,412
1129,53,101,450,335,123615,337
5829,5,80,1000,20,16400,750
1133,23,58,100,174,14268,75
5863,14,108,1300,20,21320,975
5887,14,96,1300,20,21320,975
1141,23,90,100,97,7954,75
5906,5,106,1000,20,16400,750
1144,53,85,450,350,129150,337
5970,5,49,1000,20,16400,750
1148,53,7,450,490,180810,337
5991,55,74,550,20,9020,412
1156,23,65,100,290,23780,75
6044,55,93,550,20,9020,412
1161,53,57,450,392,144648,337
6098,59,52,105,20,1722,78
6124,59,93,105,20,1722,78
1168,23,55,100,172,14104,75
1171,23,30,100,110,9020,75
6141,37,79,480,20,7872,360
6151,59,51,105,20,1722,78
1177,53,24,450,318,117342,337
6165,59,110,105,20,1722,78
1185,53,18,450,213,78597,337
6172,59,81,105,20,1722,78
1217,53,34,450,614,226566,337
6241,46,65,79,20,1296,59
1222,53,107,450,219,80811,337
6251,46,19,79,20,1296,59
1224,23,2,100,192,15744,75
5414,45,104,68,20,1115,51
5438,45,74,68,20,1115,51
1225,53,6,450,210,77490,337
5445,45,65,68,20,1115,51
1233,53,92,450,422,155718,337
5452,45,9,68,20,1115,51
1235,23,104,100,128,10496,75
5467,45,95,68,20,1115,51
1235,53,104,450,341,125829,337
5634,30,31,700,20,11480,525
5652,30,49,700,20,11480,525
1237,23,120,100,248,20336,75
5735,32,117,1300,20,21320,975
1246,53,79,450,493,181917,337
5792,32,112,1300,20,21320,975
1264,23,56,100,92,7544,75
5793,32,61,1300,20,21320,975
5815,32,85,1300,20,21320,975
1267,23,93,100,338,27716,75
6298,59,109,105,20,1722,78
6317,59,85,105,20,1722,78
1292,23,13,100,131,10742,75
6464,15,74,2000,20,32800,1500
1293,23,29,100,113,9266,75
6491,15,91,2000,20,32800,1500
6496,15,86,2000,20,32800,1500
1300,53,35,450,963,355347,337
6506,15,49,2000,20,32800,1500
1302,53,101,450,338,124722,337
6510,15,58,2000,20,32800,1500
1304,23,12,100,126,10332,75
6540,15,9,2000,20,32800,1500
1320,23,90,100,109,8938,75
6669,14,95,1300,20,21320,975
1332,53,9,450,302,111438,337
6815,5,86,1000,20,16400,750
1336,23,103,100,174,14268,75
6841,20,18,1000,20,16400,750
6868,1,79,100,20,1640,75
1336,53,103,450,463,170847,337
6906,17,106,250,20,4100,187
1344,23,14,100,81,6642,75
6931,1,73,100,20,1640,75
1354,53,77,450,299,110331,337
6939,1,66,100,20,1640,75
6943,1,109,100,20,1640,75
1365,23,46,100,161,13202,75
6957,1,117,100,20,1640,75
1374,53,75,450,594,219186,337
6970,17,115,250,20,4100,187
1375,23,78,100,84,6888,75
6993,31,85,900,20,14760,675
7013,46,72,79,20,1296,59
1377,23,86,100,210,17220,75
7035,36,117,800,20,13120,600
1387,53,67,450,356,131364,337
7104,36,110,800,20,13120,600
1394,53,38,450,350,129150,337
7493,42,48,100,20,1640,75
7499,42,19,100,20,1640,75
1399,53,71,450,457,168633,337
7522,51,18,600,20,9840,450
1408,23,55,100,172,14104,75
7530,51,83,600,20,9840,450
1415,53,45,450,215,79335,337
7541,51,68,600,20,9840,450
1422,23,37,100,151,12382,75
7546,51,108,600,20,9840,450
1425,23,7,100,205,16810,75
